"Cluster","RAJ2000","DEJ2000","GLON","GLAT","r50","Nstars","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","plx","s_plx","e_plx","d05","d16","dmode","d84","d95","dmode+01","dmode-01","X","Y","Z","Rgc"
"Basel_11a",109.296,-13.988,228.284,-0.768,0.078,104,-1.581,0.135,0.014,0.929,0.125,0.012,0.709,0.06,0.006,1342.5,1347.3,1354.0,1361.3,1366.1,1192.6,1566.1,-900.9,-1010.6,-18.1,9296.0
"Basel_11b",89.547,21.965,187.442,-1.117,0.065,84,1.046,0.136,0.018,-4.137,0.14,0.018,0.534,0.083,0.011,1748.0,1759.5,1777.1,1795.5,1807.8,1509.5,2161.1,-1761.8,-230.1,-34.6,10104.4
"Basel_17",167.65,-59.047,290.274,1.324,0.091,31,-6.628,0.083,0.015,2.174,0.087,0.013,0.438,0.03,0.007,2103.9,2119.4,2142.1,2165.9,2182.6,1764.1,2726.1,742.1,-2008.8,49.5,7859.0
"Basel_18",201.967,-62.306,307.151,0.267,0.06,67,-5.008,0.08,0.014,-2.05,0.096,0.011,0.508,0.057,0.007,1837.3,1846.9,1861.7,1875.6,1886.0,1569.1,2287.0,1124.3,-1483.8,8.7,7366.7
"Basel_4",87.242,30.19,179.305,1.272,0.033,55,0.835,0.079,0.012,-1.801,0.076,0.014,0.286,0.051,0.007,3092.1,3123.3,3172.7,3222.1,3258.4,2408.4,4647.7,-3171.7,38.5,70.4,11511.7
"Basel_8",98.55,8.005,203.849,-0.156,0.309,33,-0.129,0.07,0.011,-2.373,0.155,0.024,0.625,0.038,0.007,1504.6,1514.4,1528.5,1543.2,1553.0,1325.8,1804.3,-1398.0,-618.0,-4.2,9757.6
"Berkeley_1",2.449,60.476,117.82,-1.982,0.036,57,-2.758,0.12,0.017,-0.173,0.087,0.019,0.235,0.058,0.009,3637.9,3695.8,3784.4,3879.8,3944.5,2744.7,6087.3,-1765.1,3345.0,-130.9,10644.3
"Berkeley_10",54.894,66.486,138.619,8.881,0.082,181,-1.47,0.07,0.007,1.047,0.106,0.01,0.372,0.054,0.004,2469.0,2480.3,2496.5,2512.6,2524.0,1997.7,3327.4,-1850.7,1630.5,385.4,10320.4
"Berkeley_101",353.213,64.209,114.511,2.63,0.024,52,-1.899,0.095,0.016,-1.089,0.121,0.017,0.177,0.052,0.009,4563.1,4674.6,4847.9,5046.0,5182.2,3267.4,9409.8,-2009.2,4406.4,222.5,11248.2
"Berkeley_102",354.66,56.637,113.006,-4.826,0.049,22,-1.559,0.147,0.027,-0.34,0.074,0.014,0.05,0.06,0.014,10139.2,10994.4,12609.9,14843.1,16791.2,5576.5,"nan",-4910.8,11565.8,-1060.8,17588.4
"Berkeley_103",356.303,59.297,114.558,-2.494,0.022,40,-1.348,0.179,0.038,-0.861,0.11,0.031,0.093,0.104,0.017,7223.3,7583.7,8173.4,8894.1,9451.0,4508.4,45095.7,-3393.7,7427.0,-355.6,13886.7
"Berkeley_104",0.865,63.587,117.626,1.211,0.038,52,-2.392,0.103,0.016,0.09,0.071,0.014,0.198,0.041,0.006,4251.6,4311.0,4407.0,4503.0,4571.6,3058.2,7874.2,-2043.1,3903.7,93.1,11092.7
"Berkeley_11",65.126,44.922,157.066,-3.65,0.038,92,1.08,0.173,0.023,-1.883,0.108,0.014,0.322,0.077,0.008,2780.8,2807.4,2849.6,2894.0,2925.1,2217.5,3985.1,-2619.0,1108.2,-181.4,11014.9
"Berkeley_12",71.1,42.691,161.64,-2.014,0.036,114,0.836,0.185,0.022,-1.713,0.129,0.012,0.202,0.122,0.012,4081.8,4177.8,4324.0,4483.9,4593.6,3019.2,7613.0,-4101.3,1361.2,-152.0,12515.6
"Berkeley_13",73.943,52.809,155.069,5.919,0.065,155,-0.078,0.141,0.014,0.558,0.108,0.011,0.208,0.098,0.008,4083.3,4134.3,4219.5,4308.8,4372.7,2968.4,7300.4,-3805.9,1769.1,435.1,12274.0
"Berkeley_14",74.935,43.488,162.805,0.655,0.051,203,1.504,0.228,0.018,0.426,0.204,0.016,0.187,0.108,0.008,4448.4,4521.8,4626.7,4736.8,4810.2,3161.1,8605.5,-4419.6,1367.7,52.9,12832.7
"Berkeley_14A",75.278,43.429,163.004,0.814,0.426,13,-0.225,0.052,0.02,-2.741,0.098,0.029,0.882,0.032,0.01,1080.0,1086.9,1097.1,1107.8,1115.1,988.6,1232.2,-1049.0,320.6,15.6,9394.5
"Berkeley_15",75.52,44.506,162.26,1.612,0.06,139,0.782,0.145,0.015,-0.872,0.137,0.013,0.339,0.075,0.007,2656.0,2681.8,2720.5,2761.1,2788.7,2138.9,3736.2,-2590.1,828.6,76.5,10961.5
"Berkeley_17",80.13,30.574,175.658,-3.677,0.071,261,2.618,0.281,0.018,-0.35,0.176,0.014,0.281,0.106,0.008,3152.6,3181.9,3229.7,3277.5,3312.0,2441.2,4770.6,-3213.8,244.0,-207.1,11556.4
"Berkeley_18",80.531,45.442,163.589,5.03,0.117,317,0.849,0.16,0.01,-0.057,0.14,0.008,0.152,0.088,0.005,5343.0,5416.8,5523.5,5638.3,5720.4,3557.8,12358.8,-5278.1,1554.5,484.2,13706.5
"Berkeley_19",81.014,29.575,176.917,-3.61,0.037,65,0.757,0.234,0.026,-0.329,0.128,0.018,0.135,0.111,0.014,5483.8,5720.2,6106.9,6558.0,6891.0,3793.4,15737.3,-6085.9,327.8,-384.5,14429.7
"Berkeley_2",6.319,60.392,119.703,-2.316,0.027,93,-1.101,0.125,0.013,-0.304,0.102,0.013,0.117,0.072,0.008,6406.0,6568.0,6831.4,7104.8,7307.4,4058.1,21550.1,-3382.2,5928.9,-276.0,13136.3
"Berkeley_20",83.152,0.185,203.485,-17.377,0.015,37,0.808,0.258,0.054,-0.244,0.16,0.048,0.04,0.104,0.018,10987.8,11975.1,14402.1,18104.3,20983.8,5899.2,"nan",-12606.3,-5477.4,-4301.2,21650.6
"Berkeley_21",87.93,21.812,186.817,-2.49,0.031,52,0.562,0.164,0.035,-1.051,0.101,0.018,0.159,0.108,0.017,4845.1,5020.4,5312.7,5638.3,5880.5,3468.8,11314.7,-5270.1,-630.0,-230.8,13624.7
"Berkeley_22",89.618,7.763,199.874,-8.071,0.022,24,0.648,0.134,0.026,-0.473,0.137,0.026,0.069,0.065,0.01,8450.0,9065.6,10149.1,11577.4,12734.7,5037.5,"nan",-9450.1,-3416.0,-1425.0,18115.1
"Berkeley_23",98.318,20.535,192.595,5.392,0.038,105,-0.055,0.149,0.016,-1.339,0.126,0.015,0.151,0.089,0.01,5244.3,5369.7,5569.0,5783.0,5930.6,3575.0,12536.7,-5410.9,-1209.0,523.3,13804.0
"Berkeley_24",99.452,-0.874,212.156,-3.431,0.051,244,0.382,0.178,0.012,1.279,0.184,0.014,0.156,0.083,0.006,5195.8,5273.1,5392.5,5518.9,5610.2,3504.0,11719.2,-4557.1,-2864.9,-322.7,13211.4
"Berkeley_25",100.317,-16.487,226.613,-9.629,0.019,25,-0.114,0.122,0.023,0.845,0.16,0.037,0.077,0.037,0.009,8337.4,8761.2,9467.7,10335.7,11001.8,4867.6,50000.0,-6412.0,-6783.5,-1583.6,16236.9
"Berkeley_27",102.837,5.772,207.781,2.609,0.02,70,-1.091,0.15,0.021,0.147,0.138,0.02,0.19,0.126,0.015,4189.0,4330.0,4556.6,4808.4,4994.8,3130.9,8379.1,-4027.2,-2121.6,207.4,12547.9
"Berkeley_28",103.028,2.922,210.408,1.482,0.021,64,-0.987,0.102,0.018,0.154,0.124,0.018,0.209,0.112,0.012,3968.4,4059.6,4201.5,4353.5,4459.9,2959.4,7250.2,-3622.3,-2125.9,108.6,12149.8
"Berkeley_29",103.268,16.93,197.947,7.982,0.014,15,0.151,0.067,0.021,-1.01,0.104,0.025,0.023,0.053,0.012,13334.0,15137.2,19244.6,26858.3,35073.1,6582.0,"nan",-18130.9,-5872.5,2672.3,27114.4
"Berkeley_30",104.438,3.229,210.775,2.875,0.024,105,-0.252,0.174,0.021,-0.33,0.134,0.016,0.164,0.078,0.008,4943.8,5041.8,5192.5,5358.2,5478.8,3418.2,10817.4,-4455.7,-2653.5,260.4,13067.9
"Berkeley_31",104.406,8.285,206.24,5.134,0.031,130,0.169,0.186,0.018,-0.926,0.161,0.015,0.141,0.118,0.012,5521.3,5664.6,5900.6,6145.1,6322.1,3708.1,14375.8,-5271.3,-2598.4,528.0,13857.1
"Berkeley_32",104.53,6.433,207.955,4.409,0.063,413,-0.335,0.176,0.011,-1.608,0.179,0.01,0.28,0.076,0.004,3187.7,3208.5,3237.2,3268.5,3289.3,2445.8,4785.5,-2851.0,-1513.0,248.9,11292.8
"Berkeley_33",104.456,-13.227,225.448,-4.6,0.032,148,-0.73,0.117,0.011,1.551,0.137,0.014,0.144,0.07,0.006,5551.9,5651.6,5793.0,5942.7,6042.4,3668.0,13770.6,-4051.0,-4114.8,-464.6,13056.4
"Berkeley_34",105.097,-0.239,214.165,1.882,0.024,37,-1.336,0.153,0.032,0.175,0.183,0.027,0.097,0.126,0.018,6566.5,7057.0,7915.3,9018.9,9918.1,4416.0,37778.0,-6545.8,-4442.7,260.0,15534.6
"Berkeley_35",107.491,2.734,212.606,5.367,0.039,103,-0.58,0.1,0.011,-0.235,0.084,0.01,0.16,0.064,0.007,5067.0,5152.6,5281.1,5423.9,5523.9,3455.6,11196.5,-4429.3,-2833.3,493.9,13079.9
"Berkeley_36",109.105,-13.196,227.496,-0.563,0.046,177,-1.725,0.15,0.014,0.86,0.157,0.013,0.206,0.086,0.007,4111.5,4168.3,4253.5,4344.4,4406.9,2983.8,7400.2,-2873.7,-3135.7,-41.8,11643.9
"Berkeley_37",110.075,-1.002,217.132,5.958,0.04,124,-1.113,0.143,0.014,0.682,0.102,0.01,0.197,0.074,0.007,4284.2,4339.7,4423.1,4511.0,4571.2,3068.0,7928.2,-3507.3,-2655.6,459.1,12141.2
"Berkeley_39",116.702,-4.665,223.532,10.087,0.055,543,-1.73,0.179,0.009,-1.645,0.129,0.007,0.201,0.103,0.005,4257.4,4296.5,4357.3,4418.2,4461.7,3035.4,7715.6,-3110.2,-2954.8,763.1,11825.3
"Berkeley_4",11.291,64.391,122.254,1.528,0.033,63,-2.421,0.079,0.011,-0.236,0.054,0.008,0.296,0.044,0.006,3013.5,3038.2,3077.9,3120.0,3149.8,2354.8,4447.3,-1642.0,2602.0,82.1,10315.6
"Berkeley_43",288.872,11.265,45.682,-0.135,0.048,219,-1.035,0.192,0.016,-3.504,0.2,0.016,0.186,0.107,0.007,4476.2,4545.3,4658.5,4771.7,4853.4,3176.6,8709.4,3254.6,3333.0,-10.9,6080.3
"Berkeley_44",289.313,19.55,53.218,3.343,0.05,209,0.007,0.125,0.01,-2.834,0.14,0.01,0.303,0.066,0.005,2957.6,2980.1,3016.0,3049.7,3076.6,2316.2,4316.7,1802.8,2411.5,175.9,6967.8
"Berkeley_45",289.778,15.716,50.029,1.164,0.019,106,-1.336,0.1,0.014,-4.534,0.107,0.012,0.225,0.084,0.008,3797.9,3854.0,3945.0,4036.1,4099.2,2828.4,6512.0,2533.7,3022.7,80.2,6546.0
"Berkeley_47",292.127,17.362,52.545,-0.041,0.029,61,-1.894,0.094,0.013,-5.444,0.101,0.016,0.402,0.053,0.007,2276.4,2294.8,2323.0,2349.8,2369.5,1885.0,3023.8,1412.7,1844.0,-1.7,7168.6
"Berkeley_49",299.872,34.643,70.979,2.578,0.019,90,-2.995,0.175,0.016,-6.095,0.137,0.017,0.286,0.07,0.007,3099.6,3130.8,3175.0,3221.8,3255.5,2409.7,4652.7,1033.8,2998.6,142.8,7897.6
"Berkeley_5",26.928,62.935,129.282,0.759,0.019,31,-1.61,0.151,0.038,0.764,0.227,0.046,0.088,0.133,0.024,7170.7,7684.9,8555.1,9702.1,10651.4,4616.5,"nan",-5416.1,6621.3,113.4,15266.7
"Berkeley_51",302.972,34.402,72.146,0.293,0.02,102,-3.066,0.17,0.024,-4.918,0.195,0.029,0.167,0.113,0.01,4817.7,4928.5,5098.4,5283.0,5408.5,3377.7,10397.8,1563.1,4852.8,26.1,8335.2
"Berkeley_52",303.621,28.947,67.897,-3.174,0.028,66,-4.292,0.149,0.021,-5.679,0.148,0.028,0.147,0.133,0.015,5167.7,5359.9,5692.6,6062.3,6343.2,3627.6,13223.9,2138.7,5266.2,-315.2,8135.6
"Berkeley_53",313.975,51.06,90.3,3.762,0.089,605,-3.795,0.247,0.011,-5.682,0.223,0.009,0.247,0.115,0.005,3560.3,3587.9,3623.5,3663.0,3690.6,2659.7,5683.0,-18.9,3615.6,237.7,9107.4
"Berkeley_54",315.745,40.433,83.076,-4.134,0.033,95,-3.091,0.105,0.016,-3.254,0.13,0.015,0.12,0.095,0.009,6313.1,6467.9,6706.0,6956.0,7134.6,4013.6,20346.6,806.3,6639.8,-483.4,10042.0
"Berkeley_55",319.232,51.762,93.024,1.804,0.031,120,-4.05,0.219,0.025,-4.618,0.214,0.023,0.309,0.091,0.009,2879.0,2910.8,2958.4,3008.4,3042.4,2282.9,4202.0,-156.0,2952.9,93.1,8994.5
"Berkeley_56",319.391,41.835,85.979,-5.197,0.041,73,-1.901,0.112,0.016,-1.831,0.138,0.015,0.047,0.06,0.007,11662.3,12225.9,13136.2,14263.2,15130.2,5684.7,"nan",917.3,13050.0,-1189.9,15013.2
"Berkeley_58",0.063,60.937,116.754,-1.319,0.06,142,-3.498,0.065,0.007,-1.782,0.075,0.007,0.282,0.046,0.004,3166.3,3186.4,3216.5,3244.2,3266.8,2432.9,4738.0,-1447.6,2871.4,-74.1,10200.1
"Berkeley_59",0.57,67.441,118.23,5.019,0.137,239,-1.616,0.307,0.02,-1.764,0.344,0.024,0.916,0.083,0.006,1053.8,1055.3,1058.1,1060.5,1062.3,956.8,1183.0,-498.6,928.7,92.6,8887.2
"Berkeley_6",27.803,61.061,130.101,-0.976,0.044,79,-0.857,0.076,0.01,-0.485,0.094,0.012,0.31,0.05,0.006,2895.4,2917.1,2949.5,2981.9,3005.7,2278.0,4182.2,-1899.6,2255.8,-50.2,10485.1
"Berkeley_60",4.44,60.936,118.851,-1.669,0.04,109,-0.682,0.105,0.014,-0.732,0.077,0.013,0.236,0.053,0.005,3689.5,3722.2,3776.6,3827.4,3867.3,2741.2,6069.2,-1821.6,3306.4,-110.0,10686.0
"Berkeley_61",12.04,67.199,122.613,4.329,0.024,45,-2.505,0.085,0.016,-0.014,0.086,0.015,0.309,0.071,0.01,2869.9,2903.5,2958.0,3014.7,3054.5,2282.4,4200.2,-1589.7,2484.5,223.3,10235.8
"Berkeley_62",15.309,63.918,124.009,1.066,0.081,115,-2.15,0.089,0.009,-0.353,0.085,0.009,0.36,0.041,0.004,2534.9,2550.1,2572.0,2593.9,2609.1,2045.9,3462.5,-1438.3,2131.7,47.9,10008.0
"Berkeley_63",34.858,63.718,132.488,2.491,0.041,56,-0.958,0.067,0.011,0.203,0.089,0.015,0.172,0.04,0.006,4788.2,4862.0,4966.5,5083.3,5163.3,3318.4,9867.3,-3351.4,3658.9,215.9,12250.6
"Berkeley_65",39.768,60.403,135.848,0.258,0.025,45,-0.7,0.059,0.01,-0.337,0.093,0.016,0.444,0.05,0.009,2068.1,2085.5,2112.1,2138.8,2157.4,1743.8,2677.8,-1515.4,1471.2,9.5,9964.6
"Berkeley_66",46.03,58.731,139.431,0.175,0.054,39,-0.12,0.204,0.032,-0.191,0.28,0.057,0.158,0.087,0.016,4828.7,5029.3,5345.8,5716.3,5986.5,3483.3,11502.0,-4060.8,3476.7,16.4,12878.9
"Berkeley_67",69.472,50.755,154.852,2.481,0.082,163,2.316,0.124,0.012,-1.374,0.085,0.008,0.415,0.067,0.006,2222.3,2234.3,2253.0,2271.7,2286.3,1838.6,2908.5,-2037.5,956.5,97.5,10421.5
"Berkeley_68",71.053,42.134,162.039,-2.404,0.1,247,2.31,0.166,0.012,-1.312,0.135,0.008,0.281,0.081,0.006,3160.4,3186.4,3222.8,3261.8,3287.8,2437.4,4754.5,-3063.0,992.9,-135.2,11446.2
"Berkeley_69",81.09,32.607,174.442,-1.853,0.038,113,0.806,0.177,0.019,-1.937,0.116,0.012,0.259,0.066,0.007,3374.5,3413.6,3472.2,3530.9,3573.2,2577.1,5318.8,-3454.1,336.1,-112.3,11798.9
"Berkeley_7",28.546,62.366,130.136,0.375,0.045,108,-0.993,0.102,0.011,-0.13,0.111,0.012,0.337,0.065,0.007,2689.2,2708.1,2733.2,2760.4,2779.2,2146.5,3759.8,-1761.8,2089.5,17.9,10315.6
"Berkeley_70",81.457,41.951,166.865,3.628,0.061,179,0.947,0.174,0.016,-1.864,0.152,0.013,0.177,0.094,0.007,4646.8,4724.3,4849.6,4974.9,5064.5,3265.6,9419.2,-4713.3,1099.8,306.9,13099.5
"Berkeley_71",85.233,32.272,176.631,0.894,0.036,78,0.65,0.162,0.019,-1.614,0.102,0.012,0.226,0.056,0.007,3745.6,3816.2,3930.0,4043.7,4126.1,2821.1,6464.8,-3922.7,230.9,61.4,12264.9
"Berkeley_72",87.559,22.247,186.267,-2.564,0.04,71,0.853,0.193,0.025,-0.261,0.126,0.017,0.154,0.099,0.013,4996.4,5177.7,5482.2,5815.8,6062.3,3538.6,12117.7,-5444.0,-597.9,-245.2,13797.0
"Berkeley_73",95.52,-6.321,215.261,-9.393,0.016,51,0.227,0.209,0.031,1.11,0.161,0.032,0.128,0.16,0.026,5370.3,5723.8,6345.4,7137.7,7783.7,3882.9,17441.4,-5111.8,-3614.1,-1035.6,13928.8
"Berkeley_75",102.252,-23.999,234.308,-11.191,0.032,49,-0.264,0.132,0.018,1.088,0.158,0.023,0.088,0.083,0.014,7558.0,7917.5,8510.8,9212.0,9751.4,4597.3,50000.0,-4871.1,-6780.8,-1651.8,14849.6
"Berkeley_76",106.672,-11.735,225.102,-1.994,0.052,52,-0.58,0.149,0.022,1.4,0.167,0.025,0.218,0.09,0.013,3773.6,3874.7,4043.3,4228.7,4353.4,2878.3,6790.5,-2852.2,-2862.4,-140.7,11552.4
"Berkeley_77",110.362,-3.234,219.253,5.181,0.028,67,-1.001,0.107,0.015,-0.113,0.106,0.015,0.257,0.091,0.012,3335.5,3400.2,3497.2,3600.1,3670.6,2590.3,5372.0,-2697.0,-2203.8,315.8,11254.9
"Berkeley_78",110.913,5.37,211.788,9.603,0.038,126,-0.071,0.157,0.016,-1.24,0.13,0.013,0.187,0.08,0.008,4445.3,4522.6,4641.1,4764.7,4847.1,3168.5,8646.0,-3889.6,-2410.6,774.2,12464.9
"Berkeley_79",281.25,-1.146,31.178,0.909,0.046,98,-0.118,0.134,0.014,-1.554,0.129,0.014,0.402,0.057,0.006,2278.7,2296.7,2321.6,2349.3,2367.4,1884.2,3023.6,1986.1,1201.8,36.8,6466.6
"Berkeley_8",30.306,75.489,127.358,13.22,0.077,252,2.65,0.154,0.01,0.439,0.156,0.011,0.25,0.074,0.005,3513.8,3543.6,3580.0,3622.9,3649.4,2637.8,5577.4,-2114.7,2770.2,818.7,10815.5
"Berkeley_80",283.591,-1.214,32.185,-1.204,0.037,86,-0.755,0.091,0.015,-2.667,0.132,0.016,0.39,0.057,0.006,2333.6,2355.7,2388.9,2423.5,2447.1,1928.0,3138.9,2021.4,1272.2,-50.2,6445.4
"Berkeley_81",285.419,-0.454,33.695,-2.485,0.044,171,-1.204,0.163,0.013,-1.853,0.163,0.013,0.254,0.09,0.007,3418.3,3464.7,3534.3,3607.2,3660.2,2611.1,5467.0,2937.8,1958.9,-153.3,5746.4
"Berkeley_82",287.845,13.111,46.852,1.611,0.022,27,0.178,0.139,0.027,-3.168,0.162,0.033,0.708,0.052,0.008,1338.4,1345.4,1356.1,1366.8,1374.3,1194.3,1568.6,927.1,989.0,38.1,7478.6
"Berkeley_83",300.356,28.645,66.095,-0.93,0.013,38,-2.604,0.169,0.036,-4.692,0.188,0.036,0.092,0.121,0.019,7020.7,7458.5,8258.5,9239.7,10009.5,4523.9,47395.3,3346.1,7549.1,-134.1,9051.4
"Berkeley_85",304.692,37.744,75.697,0.997,0.057,383,-2.94,0.116,0.007,-4.677,0.113,0.007,0.22,0.055,0.003,3967.8,3988.6,4017.8,4051.1,4071.9,2868.0,6717.9,992.4,3892.6,69.9,8315.0
"Berkeley_86",305.084,38.688,76.65,1.276,0.07,31,-3.447,0.066,0.014,-5.402,0.09,0.025,0.558,0.039,0.008,1681.4,1690.4,1703.1,1715.9,1724.9,1455.3,2052.7,393.2,1656.7,37.9,8117.7
"Berkeley_87",305.396,37.433,75.756,0.361,0.093,131,-3.654,0.111,0.009,-6.264,0.144,0.015,0.573,0.053,0.005,1650.3,1654.7,1661.3,1667.8,1672.9,1424.5,1992.3,408.7,1610.2,10.5,8093.0
"Berkeley_89",306.114,46.048,83.144,4.841,0.042,194,-2.014,0.126,0.011,-2.245,0.137,0.011,0.239,0.075,0.006,3656.8,3687.0,3730.6,3777.6,3811.1,2717.8,5952.3,443.8,3690.7,314.8,8716.2
"Berkeley_9",53.167,52.649,146.069,-2.825,0.053,152,1.493,0.162,0.019,0.037,0.137,0.017,0.513,0.085,0.008,1818.0,1828.9,1845.2,1861.5,1873.3,1557.7,2262.9,-1529.1,1028.7,-90.9,9922.6
"Berkeley_90",308.819,46.843,84.883,3.794,0.055,90,-2.829,0.155,0.016,-4.369,0.171,0.019,0.302,0.076,0.008,2953.3,2980.3,3016.3,3056.8,3083.8,2317.7,4321.9,268.4,2997.7,199.6,8610.2
"Berkeley_91",317.711,48.543,90.022,0.288,0.023,41,-1.599,0.194,0.033,-2.927,0.27,0.049,0.203,0.1,0.013,3997.1,4120.2,4311.1,4526.5,4680.4,3012.9,7581.4,-1.7,4311.0,21.7,9389.8
"Berkeley_92",321.206,57.528,97.926,5.063,0.022,39,-2.464,0.145,0.022,-2.325,0.08,0.022,0.068,0.073,0.01,9000.0,9466.0,10275.3,11231.9,11967.7,5063.6,"nan",-1411.4,10137.5,906.8,14066.2
"Berkeley_94",335.711,55.862,103.118,-1.185,0.037,52,-3.713,0.07,0.023,-2.861,0.049,0.011,0.217,0.058,0.007,3945.8,3995.3,4071.4,4147.5,4200.8,2893.8,6863.2,-923.8,3964.3,-84.2,10076.4
"Berkeley_95",337.082,59.129,105.471,1.197,0.041,64,-3.401,0.119,0.015,-2.287,0.101,0.014,0.248,0.042,0.006,3518.6,3555.1,3604.9,3658.1,3694.6,2649.6,5637.9,-961.4,3473.6,75.3,9928.9
"Berkeley_96",337.478,55.408,103.727,-2.097,0.025,61,-3.503,0.126,0.024,-2.994,0.124,0.018,0.252,0.048,0.008,3453.3,3496.2,3560.6,3625.0,3671.5,2624.1,5522.0,-844.4,3456.6,-130.3,9813.3
"Berkeley_97",339.853,59.005,106.641,0.374,0.035,93,-2.736,0.164,0.018,-1.808,0.133,0.015,0.314,0.067,0.008,2862.0,2884.5,2918.3,2952.1,2976.9,2258.9,4121.7,-835.7,2796.1,19.1,9592.3
"Berkeley_98",340.665,52.407,103.869,-5.633,0.062,168,-1.353,0.102,0.01,-3.186,0.1,0.009,0.253,0.056,0.005,3481.3,3505.8,3542.6,3579.5,3607.1,2614.7,5482.7,-845.1,3422.7,-347.7,9802.1
"Berkeley_99",350.26,71.778,115.92,10.148,0.05,94,-3.139,0.126,0.015,-0.359,0.133,0.015,0.137,0.055,0.007,5755.6,5865.1,6029.4,6202.9,6321.5,3761.2,15193.2,-2594.3,5338.1,1062.3,12167.8
"Bica_3",276.519,-13.058,18.446,-0.417,0.016,89,-0.588,0.169,0.026,-1.598,0.222,0.031,0.391,0.094,0.011,2300.7,2331.6,2382.1,2432.6,2467.6,1923.2,3125.7,2259.6,753.7,-17.3,6126.9
"Biurakan_2",302.283,35.488,72.747,1.359,0.139,68,-3.169,0.099,0.025,-6.843,0.129,0.017,0.542,0.05,0.005,1733.6,1740.6,1750.8,1761.0,1768.9,1490.0,2122.2,519.1,1671.6,41.5,7997.5
"Blanco_1",0.853,-29.958,15.09,-79.086,0.699,381,18.739,0.432,0.023,2.602,0.444,0.022,4.21,0.121,0.007,235.7,235.8,235.9,236.1,236.2,230.5,241.6,43.1,11.6,-231.7,8296.9
"Bochum_11",161.769,-60.096,288.012,-0.878,0.056,71,-6.335,0.115,0.013,1.742,0.138,0.016,0.389,0.045,0.005,2360.5,2372.4,2390.2,2406.6,2420.0,1929.0,3141.3,739.0,-2272.8,-36.6,7933.5
"Bochum_13",259.333,-35.529,351.211,1.383,0.105,73,-0.286,0.142,0.019,-1.284,0.131,0.017,0.567,0.05,0.007,1655.4,1664.8,1679.4,1693.9,1704.1,1437.9,2018.2,1659.2,-256.5,40.5,6685.8
"Bochum_3",105.86,-5.021,218.767,0.372,0.033,32,-1.174,0.064,0.013,-0.19,0.119,0.019,0.448,0.061,0.009,2052.8,2069.8,2094.8,2121.0,2138.1,1732.0,2650.1,-1633.3,-1311.7,13.6,10059.2
"Bochum_4",112.877,-17.229,232.772,0.734,0.136,27,-3.014,0.073,0.014,1.848,0.082,0.013,0.761,0.028,0.005,1249.8,1256.4,1266.4,1276.7,1283.8,1124.1,1449.9,-766.1,-1008.2,16.2,9161.7
"Bochum_6",112.992,-19.416,234.741,-0.224,0.075,85,-2.28,0.128,0.014,2.308,0.159,0.015,0.249,0.085,0.009,3497.6,3537.1,3599.6,3662.0,3708.1,2646.7,5616.4,-2077.9,-2939.2,-14.1,10824.6
"Collinder_106",99.278,6.002,205.96,-0.436,0.186,114,-1.472,0.144,0.017,0.531,0.106,0.011,0.635,0.058,0.005,1492.5,1498.3,1506.0,1514.8,1520.1,1308.9,1773.8,-1354.0,-659.2,-11.5,9716.4
"Collinder_107",99.203,4.972,206.84,-0.976,0.39,159,-1.325,0.169,0.015,0.659,0.152,0.013,0.617,0.067,0.006,1532.8,1539.0,1547.2,1555.9,1561.6,1339.8,1830.4,-1380.3,-698.4,-26.3,9745.3
"Collinder_110",99.677,2.069,209.638,-1.886,0.157,953,-1.091,0.143,0.005,-2.049,0.144,0.005,0.425,0.063,0.002,2192.7,2196.6,2204.3,2210.7,2215.8,1806.0,2827.8,-1914.8,-1089.5,-72.6,10312.6
"Collinder_115",101.659,1.776,210.804,-0.258,0.087,215,-1.245,0.103,0.009,-0.567,0.126,0.009,0.475,0.051,0.004,1966.2,1974.2,1985.2,1996.2,2004.2,1655.8,2476.6,-1705.1,-1016.6,-8.9,10096.5
"Collinder_132",108.485,-30.758,242.923,-9.104,1.333,99,-4.14,0.193,0.019,3.732,0.148,0.024,1.501,0.087,0.009,651.6,652.4,653.5,654.6,655.4,613.4,699.2,-293.7,-574.5,-103.4,8652.8
"Collinder_135",109.362,-37.044,248.989,-11.201,1.138,352,-9.975,0.445,0.027,6.157,0.35,0.025,3.278,0.117,0.006,302.1,302.2,302.4,302.5,302.6,293.5,311.8,-106.3,-276.9,-58.7,8450.9
"Collinder_140",110.882,-31.966,244.943,-7.818,0.568,150,-8.074,0.277,0.022,4.789,0.258,0.024,2.594,0.105,0.008,380.6,380.9,381.2,381.6,381.9,367.2,396.3,-160.0,-342.1,-51.9,8506.8
"Collinder_185",125.833,-36.349,255.067,0.545,0.125,69,-4.924,0.111,0.03,3.879,0.139,0.016,0.626,0.046,0.006,1514.7,1519.6,1526.9,1534.2,1539.7,1324.6,1802.1,-393.5,-1475.3,14.5,8857.2
"Collinder_197",131.202,-41.28,261.517,0.956,0.15,243,-5.808,0.305,0.02,3.933,0.388,0.025,1.034,0.085,0.006,937.0,938.4,940.4,942.3,943.5,859.5,1038.0,-138.7,-929.9,15.7,8529.5
"Collinder_205",135.119,-48.984,269.203,-1.851,0.047,102,-4.797,0.304,0.04,3.918,0.262,0.027,0.483,0.101,0.013,1931.6,1940.4,1953.0,1966.6,1976.3,1634.0,2428.2,-27.1,-1951.8,-63.1,8591.8
