"n_Cluster","Cluster","V","RAJ2000","DEJ2000","Rad","N","Nc","pmRAc","e_pmRAc","pmDEc","e_pmDEc","rhoc","Nf","pmRAf","e_pmRAf","pmDEf","e_pmDEf","rhof","FileName","n_FileName","ocl_left","RV","e_RV","o_RV","r_RV","ocl_right","_RA","_DE"
"nan","ASCC 99","nan",282.27084,-18.73,14.8,3657.0,2948.0,1.01,3.95,-5.24,4.47,0.06,709.0,1.73,19.98,-6.07,21.23,-0.03,"ASCC_99.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 10","nan",301.19168,-10.47833,10.0,237.0,182.0,1.06,3.01,-6.17,3.34,0.1,55.0,1.34,12.44,-9.58,8.97,0.0,"Alessi_10.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 12","nan",310.95001,23.79167,21.0,2688.0,2313.0,0.82,3.65,-2.65,3.14,0.25,375.0,1.09,24.12,-3.05,21.49,-0.02,"Alessi_12.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 13","nan",50.425,-36.3,101.0,4102.0,2752.0,4.39,6.75,-0.03,7.79,0.26,1350.0,12.31,18.75,-4.02,20.66,0.37,"Alessi_13.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 19","nan",274.61667,12.16667,45.0,10912.0,9211.0,-0.59,3.06,0.37,4.43,0.09,1701.0,-1.75,19.16,-1.12,20.08,0.02,"Alessi_19.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 2","nan",71.50833,55.20667,16.0,862.0,732.0,1.75,2.05,0.14,1.96,0.07,130.0,6.42,16.79,-3.19,20.35,-0.18,"Alessi_2.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 20","nan",2.64167,58.76,21.0,1369.0,1216.0,-0.39,4.44,-1.34,2.41,0.16,153.0,3.2,19.59,-1.91,15.46,0.14,"Alessi_20.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 21","nan",107.69583,-9.33667,22.0,3031.0,2307.0,0.13,2.31,-1.09,2.07,-0.12,724.0,0.93,18.16,-3.46,15.55,-0.06,"Alessi_21.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 22","V",357.02914,36.205,42.0,2274.0,1819.0,-0.78,5.82,-3.48,4.04,0.25,455.0,7.53,19.75,-6.54,13.67,0.31,"Alessi_22.dat","nan","ocl",7.2,1.78,1.0,1.0,"ocl",357.02917,36.205
"nan","Alessi 24","nan",261.00418,-62.86333,67.0,25959.0,19763.0,-1.62,3.54,-5.22,4.61,0.11,6196.0,-2.72,13.14,-7.97,14.73,0.1,"Alessi_24.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 3","nan",109.12084,-46.685,37.0,3407.0,2758.0,-0.4,3.27,5.12,4.83,-0.24,649.0,-0.16,11.16,5.7,15.87,-0.16,"Alessi_3.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 31","nan",267.67502,-12.00167,19.0,1944.0,1385.0,-5.29,3.78,-2.16,4.67,0.1,559.0,-4.47,15.39,-3.63,16.45,0.04,"Alessi_31.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 33","nan",105.49583,-26.50333,31.0,3990.0,3371.0,-1.47,2.39,2.32,3.16,-0.18,619.0,-1.63,14.74,0.15,17.03,-0.07,"Alessi_33.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 34","nan",120.45,-50.55833,25.0,1933.0,1593.0,-4.12,2.64,4.73,3.9,-0.26,340.0,-7.35,19.01,4.77,21.62,-0.22,"Alessi_34.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 37","nan",342.03333,46.25167,19.0,1353.0,1073.0,-0.82,3.47,-2.75,1.78,0.19,280.0,1.48,17.34,-4.81,15.25,0.03,"Alessi_37.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 40","nan",279.14584,-19.465,26.8,14475.0,11306.0,-0.87,3.78,-5.74,4.08,0.05,3169.0,-0.9,18.79,-6.63,19.99,0.01,"Alessi_40.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 43","nan",132.57083,-41.72,25.0,1888.0,1558.0,-4.61,4.07,3.23,4.37,-0.32,330.0,-5.33,21.54,4.31,23.75,-0.18,"Alessi_43.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 44","nan",295.63751,1.52306,40.6,8025.0,6843.0,-0.5,1.8,-3.36,2.07,0.24,1182.0,0.37,15.8,-4.86,17.06,0.03,"Alessi_44.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 5","nan",160.78333,-61.16667,17.5,6247.0,4582.0,-2.62,2.57,-1.91,2.22,-0.15,1665.0,-3.47,20.54,-1.96,21.56,0.04,"Alessi_5.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Alessi 52","nan",183.25833,-62.70639,2.1,83.0,71.0,-4.99,4.09,-0.06,3.6,-0.41,12.0,-16.28,0.1,-0.88,16.63,0.55,"Alessi_52.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Alessi 53","nan",97.35,9.18028,2.75,51.0,41.0,0.58,0.1,-1.96,0.1,-0.41,10.0,15.27,22.7,0.88,22.33,-0.02,"Alessi_53.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Alessi 57","nan",290.22501,15.67667,2.25,34.0,26.0,0.92,2.74,-1.2,0.1,-0.85,8.0,-2.66,3.3,-11.17,0.43,0.66,"Alessi_57.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Alessi 59","nan",103.07916,2.19083,2.25,40.0,30.0,-2.17,2.56,0.48,2.26,0.1,10.0,-11.91,20.99,-7.49,11.89,-0.24,"Alessi_59.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Alessi 60","nan",105.625,-1.13083,3.5,109.0,103.0,-0.96,1.97,-1.06,3.44,-0.14,6.0,-9.14,5.62,16.92,2.42,0.37,"Alessi_60.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Alessi 62","nan",283.95416,21.58028,12.5,1413.0,1102.0,-1.84,0.92,-2.48,2.43,0.16,311.0,-2.36,17.35,-3.95,17.4,0.03,"Alessi_62.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 8","nan",232.38751,-51.23333,13.0,2357.0,1748.0,-5.02,4.74,-4.58,4.52,0.08,609.0,-5.83,19.75,-4.18,19.46,0.04,"Alessi_8.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi 9","nan",265.875,-46.96667,76.0,77806.0,54391.0,1.11,4.36,-2.36,5.08,0.08,23415.0,0.74,17.57,-3.84,19.14,0.0,"Alessi_9.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi J2327+55","nan",351.92084,55.59167,13.6,1270.0,1074.0,-0.44,3.08,-2.41,1.5,0.13,196.0,2.85,16.03,-3.19,12.53,0.16,"Alessi_J2327+55.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Alessi Teutsch 10","V",56.10833,29.66667,13.5,276.0,201.0,4.85,3.22,-3.35,2.61,-0.16,75.0,7.66,13.53,-7.93,9.04,-0.01,"Alessi_Teutsch_10.dat","nan","ocl",26.07,10.0,1.0,1.0,"ocl",56.10833,29.66667
"nan","Alessi Teutsch 11","nan",304.13333,52.075,14.2,1386.0,1015.0,-0.06,3.04,-1.46,3.77,0.2,371.0,0.92,15.3,-0.63,15.92,0.08,"Alessi_Teutsch_11.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi Teutsch 12","nan",255.44583,-58.95834,34.0,9709.0,8108.0,-2.72,3.66,-5.32,4.93,0.14,1601.0,-3.74,21.06,-7.39,22.61,-0.05,"Alessi_Teutsch_12.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi Teutsch 3","nan",118.25417,-53.045,22.6,1540.0,1201.0,-4.23,3.17,5.11,4.79,-0.33,339.0,-4.58,17.55,6.19,20.8,-0.04,"Alessi_Teutsch_3.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi Teutsch 5","nan",332.11249,61.02833,13.6,1193.0,985.0,-0.96,2.44,-2.81,1.35,0.3,208.0,-0.31,18.54,-2.95,16.78,0.03,"Alessi_Teutsch_5.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi Teutsch 7","nan",127.93333,-39.13166,31.0,2663.0,2279.0,-2.54,3.83,2.55,3.92,-0.33,384.0,-4.46,21.41,2.75,21.41,-0.13,"Alessi_Teutsch_7.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi Teutsch 8","nan",180.72917,-60.925,13.0,3085.0,2288.0,-4.71,3.07,-0.11,2.09,-0.03,797.0,-4.49,22.81,0.12,23.44,-0.04,"Alessi_Teutsch_8.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alessi Teutsch 9","nan",51.8625,34.95333,29.8,1541.0,1245.0,1.17,3.41,-2.05,2.23,-0.11,296.0,7.41,16.06,-8.07,12.92,-0.06,"Alessi_Teutsch_9.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Alicante 1","nan",59.825,57.23722,2.0,34.0,13.0,-1.51,0.1,1.6,2.78,0.5,21.0,-7.93,27.74,-16.49,33.2,-0.21,"Alicante_1.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Andrews Lindsay 5","nan",281.07916,-4.93,2.15,192.0,185.0,1.02,0.1,-1.66,0.63,-0.11,7.0,4.75,32.82,32.24,11.23,-0.43,"Andrews_Lindsay_5.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Antalova 1","nan",262.22501,-31.55,18.5,2843.0,2342.0,0.33,2.66,-2.89,3.26,0.16,501.0,-1.49,16.5,-5.77,16.52,0.1,"Antalova_1.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Antalova 3","nan",262.64166,-32.20834,11.5,949.0,741.0,-0.15,2.76,-2.18,3.08,0.21,208.0,-0.79,16.45,-3.44,16.47,-0.04,"Antalova_3.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Antalova 4","nan",263.16251,-32.95667,2.75,24.0,19.0,-0.33,2.71,-3.31,1.85,0.16,5.0,-9.22,10.8,-12.28,0.87,0.73,"Antalova_4.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Archinal 1","nan",283.70416,5.54833,2.0,14.0,11.0,2.03,0.37,2.4,3.11,-0.02,3.0,-8.21,1.05,3.61,17.57,0.35,"Archinal_1.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Arp Madore 2","nan",114.69167,-33.84333,2.0,27.0,17.0,-3.51,5.64,1.63,0.27,0.03,10.0,-2.14,11.63,4.79,18.04,-0.99,"Arp_Madore_2.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Auner 1","nan",106.06667,-19.75,4.0,96.0,85.0,-1.85,0.68,0.45,0.1,-0.55,11.0,0.64,20.34,3.51,16.79,0.05,"Auner_1.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Aveni Hunter 1","nan",354.44583,48.56,24.5,2008.0,1653.0,-2.23,4.2,-3.11,2.6,0.25,355.0,3.68,15.99,-3.92,12.28,0.18,"Aveni_Hunter_1.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","BDSB96","nan",106.325,-12.32889,12.0,677.0,510.0,-1.38,1.81,-0.69,1.28,-0.07,167.0,-0.9,14.21,-4.8,14.7,0.1,"BDSB96.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 106, BH 106","nan",163.175,-54.23333,2.5,64.0,55.0,-6.88,4.73,0.74,4.09,-0.01,9.0,-12.49,19.41,3.04,48.94,-0.22,"BH_106.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 110, BH 110","nan",166.825,-61.45,2.0,77.0,56.0,-0.94,5.67,-3.4,0.91,-0.05,21.0,-5.39,12.09,7.89,9.44,0.39,"BH_110.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","VDBH 111, BH 111","nan",167.28333,-63.83333,2.0,117.0,65.0,-2.36,6.34,0.82,1.49,-0.61,52.0,-9.83,16.43,4.16,18.0,-0.34,"BH_111.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 118, BH 118","nan",170.7625,-58.55,2.0,82.0,57.0,-5.47,0.1,-3.06,0.1,0.21,25.0,-5.33,19.14,-5.01,13.02,-0.38,"BH_118.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 131, BH 131","nan",186.55833,-63.41389,3.5,202.0,160.0,-5.05,5.12,0.06,3.75,0.04,42.0,-7.18,20.86,3.24,19.61,-0.4,"BH_131.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 132, BH 132","nan",186.75,-64.06667,3.0,136.0,96.0,-4.45,3.52,-0.95,2.84,-0.3,40.0,-1.86,15.81,-0.32,16.59,0.32,"BH_132.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 144, BH 144","nan",198.77501,-65.91666,1.75,71.0,48.0,-4.73,0.62,-3.36,3.38,0.33,23.0,-7.87,27.94,-9.47,24.57,-0.28,"BH_144.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","VDBH 164, BH 164","nan",222.05833,-66.33667,31.0,12979.0,10188.0,-6.4,3.23,-2.51,3.32,0.1,2791.0,-7.04,20.31,-3.0,21.3,0.01,"BH_164.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 19, BH 19","nan",121.77083,-32.35,2.5,41.0,29.0,-3.48,1.73,-0.83,4.73,-0.09,12.0,-2.5,13.93,1.34,1.52,-0.8,"BH_19.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 197, BH 197","nan",251.625,-45.86,3.0,166.0,114.0,2.09,2.88,-2.0,3.61,0.3,52.0,-1.72,13.59,-5.41,21.12,-0.18,"BH_197.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 200, BH 200","nan",252.48335,-44.18333,3.5,205.0,138.0,-1.61,2.83,-2.04,0.1,0.19,67.0,-5.86,30.99,-7.96,33.48,0.13,"BH_200.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 202, BH 202","nan",253.78333,-40.95,3.5,258.0,173.0,-2.55,2.73,-2.89,4.37,-0.09,85.0,-0.99,23.73,-6.33,22.69,0.16,"BH_202.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","VDBH 205, BH 205","nan",254.04582,-40.66667,3.0,99.0,68.0,-1.72,1.5,-2.44,0.65,0.23,31.0,-9.68,18.15,-13.14,19.11,0.37,"BH_205.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 211, BH 211","nan",255.54582,-41.1,3.0,100.0,68.0,-2.32,3.53,-2.67,6.17,0.57,32.0,-5.81,8.55,-7.63,12.75,-0.53,"BH_211.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 214, BH 214","nan",256.42502,-36.66667,3.5,148.0,112.0,-4.88,3.98,-1.56,3.63,0.22,36.0,-10.8,15.41,-2.46,16.2,-0.21,"BH_214.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 217, BH 217","nan",259.07498,-40.81667,3.5,174.0,135.0,-2.17,3.17,-1.0,3.53,0.09,39.0,-10.9,28.22,-4.29,32.02,0.03,"BH_217.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","VDBH 221, BH 221","nan",259.66251,-32.31667,6.0,299.0,243.0,-2.22,4.39,-3.37,4.52,0.3,56.0,-7.61,21.99,-5.7,29.22,0.05,"BH_221.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","VDBH 222, BH 222","nan",259.69583,-38.28333,2.0,76.0,53.0,-1.44,4.81,-3.27,0.1,0.24,23.0,-0.31,18.46,5.54,19.87,-0.07,"BH_222.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 223, BH 223","nan",260.17084,-35.88334,4.0,66.0,58.0,0.09,2.2,0.77,1.37,0.42,8.0,-8.07,18.35,-6.23,7.24,0.19,"BH_223.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","VDBH 23, BH 23","nan",123.60001,-36.38334,20.5,2737.0,2292.0,-3.8,3.54,-0.76,3.7,-0.21,445.0,-4.47,20.07,-1.61,20.59,0.06,"BH_23.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 245, BH 245","nan",266.56665,-29.7,1.5,37.0,22.0,-0.7,0.12,-2.15,0.1,-0.56,15.0,0.89,9.15,-3.21,6.28,0.56,"BH_245.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","VDBH 34, BH 34","nan",127.81249,-44.5,13.5,732.0,656.0,-4.0,3.61,0.54,4.42,-0.38,76.0,-1.02,26.25,2.23,27.49,-0.09,"BH_34.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 37, BH 37","nan",128.95416,-43.61666,2.5,54.0,44.0,-3.91,0.2,1.62,4.69,-0.05,10.0,6.37,38.82,-8.79,21.61,-0.75,"BH_37.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 54, BH 54","nan",132.42084,-44.36666,3.0,46.0,28.0,-3.12,1.44,5.24,3.1,-0.76,18.0,-2.98,10.6,1.29,20.15,0.27,"BH_54.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 55, BH 55","nan",134.04584,-39.51667,2.0,38.0,32.0,-2.09,4.29,1.87,3.27,-0.44,6.0,-8.68,28.22,12.18,38.76,-0.94,"BH_55.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","VDBH 56, BH 56","nan",134.28333,-43.25,11.0,193.0,165.0,-3.59,4.22,4.68,6.23,-0.3,28.0,-1.25,21.18,3.61,13.59,-0.84,"BH_56.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 58, BH 58","nan",137.55,-56.26667,2.0,45.0,36.0,-1.95,1.95,5.91,0.1,-0.25,9.0,-12.39,2.47,12.01,10.49,0.21,"BH_58.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","VDBH 66, BH 66","nan",141.32501,-54.71667,3.0,115.0,102.0,-0.82,4.45,-0.1,4.15,-0.34,13.0,-5.13,33.45,11.53,17.19,-0.36,"BH_66.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 67, BH 67","nan",141.6875,-51.26667,3.0,79.0,64.0,-6.38,4.18,3.86,2.81,-0.3,15.0,5.6,32.32,13.69,26.04,0.13,"BH_67.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 72, BH 72","nan",142.85001,-53.05,2.0,66.0,42.0,-3.64,2.18,1.02,1.96,-0.09,24.0,-1.92,11.42,-2.44,27.31,0.07,"BH_72.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 73, BH 73","nan",142.98332,-50.21667,1.75,33.0,27.0,-3.04,4.39,3.71,3.94,-0.42,6.0,-2.07,30.58,18.64,9.1,0.71,"BH_73.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 75, BH 75","nan",143.7,-54.7,2.5,67.0,48.0,-1.37,2.74,1.83,1.46,-0.19,19.0,-7.38,16.07,-2.42,16.18,-0.09,"BH_75.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 78, BH 78","nan",145.92499,-56.55,1.75,28.0,21.0,0.13,2.99,1.3,0.1,-0.82,7.0,3.5,6.85,4.35,12.45,-0.68,"BH_78.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 84, BH 84","nan",150.32916,-58.21667,3.0,101.0,75.0,-6.15,3.67,4.04,4.99,-0.32,26.0,2.14,20.93,3.06,14.42,-0.36,"BH_84.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 85, BH 85","nan",150.46666,-49.56667,2.5,62.0,46.0,-5.04,3.63,7.73,4.39,-0.42,16.0,1.98,19.14,8.96,17.01,-0.7,"BH_85.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 87, BH 87","nan",151.075,-55.43333,2.5,50.0,45.0,-7.74,3.5,0.3,1.59,-0.18,5.0,-10.51,26.87,22.68,9.33,0.69,"BH_87.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","VDBH 88, BH 88","nan",151.625,-51.56667,3.0,129.0,85.0,-4.82,2.96,3.94,2.43,-0.37,44.0,-6.15,13.89,5.17,14.88,-0.27,"BH_88.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","VDBH 90, BH 90","nan",153.04167,-58.06667,3.0,140.0,102.0,-0.22,4.39,2.86,2.74,-0.15,38.0,-7.77,17.24,7.17,20.15,-0.11,"BH_90.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","VDBH 91, BH 91","nan",154.32501,-58.7,3.5,226.0,172.0,-3.28,2.96,2.13,2.34,-0.39,54.0,-4.72,20.79,2.75,24.12,-0.51,"BH_91.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","VDBH 92, BH 92","nan",154.77917,-56.41667,2.0,61.0,54.0,-4.11,3.67,1.08,5.02,-0.16,7.0,-4.86,16.63,8.2,7.82,-0.84,"BH_92.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","VDBH 99, BH 99","nan",159.47501,-59.18333,11.0,1538.0,1175.0,-5.81,4.19,-2.5,3.05,-0.17,363.0,-4.65,18.92,-2.36,21.27,-0.12,"BH_99.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Barkhatova 1","V",313.42502,46.03333,11.0,1267.0,1049.0,-2.49,1.99,-2.82,1.26,0.15,218.0,-2.76,18.16,0.38,16.56,0.02,"Barkhatova_1.dat","nan","ocl",-1.0,3.7,1.0,1.0,"ocl",313.425,46.03333
"nan","Barkhatova 2","nan",325.90833,51.07139,3.5,98.0,68.0,-0.53,3.92,-1.46,1.94,0.57,30.0,-0.44,16.2,-0.35,14.51,-0.2,"Barkhatova_2.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Basel 1","nan",282.04999,-5.85,3.5,229.0,181.0,-1.07,2.12,-3.24,4.33,0.14,48.0,0.48,22.61,-1.49,24.58,0.14,"Basel_1.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Basel 11a","nan",109.27499,-13.96667,3.5,116.0,94.0,-0.94,0.1,0.33,0.69,0.38,22.0,2.55,16.9,-9.09,13.09,-0.39,"Basel_11a.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Basel 11b","nan",89.55,21.96667,4.5,107.0,86.0,0.53,2.5,-1.37,2.35,-0.08,21.0,-0.86,15.16,2.86,12.73,0.08,"Basel_11b.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Basel 12","nan",317.625,46.23333,3.0,163.0,119.0,-2.73,1.5,-1.82,2.85,-0.15,44.0,-3.43,21.06,4.66,12.1,0.65,"Basel_12.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","Basel 13","nan",318.07501,46.56667,6.0,512.0,412.0,-3.01,2.42,-2.75,1.92,0.3,100.0,4.18,20.09,-3.93,17.31,-0.12,"Basel_13.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Basel 14","nan",320.32498,44.81667,3.5,128.0,116.0,-1.11,6.3,-0.05,3.19,0.04,12.0,-24.9,5.68,-0.51,19.28,0.68,"Basel_14.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Basel 15","nan",318.97498,48.85,4.0,107.0,88.0,-3.82,3.26,-4.45,3.4,0.33,19.0,2.69,28.3,-7.43,21.38,-0.46,"Basel_15.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Basel 17","nan",167.64166,-59.03333,6.0,820.0,498.0,-4.36,2.58,-3.14,3.67,-0.2,322.0,-2.3,17.68,-2.81,17.66,0.04,"Basel_17.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Basel 18","V",201.93333,-62.31278,4.0,240.0,170.0,-7.52,4.87,-3.13,4.28,0.08,70.0,-8.3,18.01,-6.53,22.35,0.09,"Basel_18.dat","nan","ocl",0.3,27.55,1.0,2.0,"ocl",201.93333,-62.31278
"nan","Basel 20","nan",142.78333,-56.41667,6.0,190.0,154.0,-2.94,3.31,2.95,2.42,-0.33,36.0,3.11,29.68,5.3,24.4,0.13,"Basel_20.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Basel 4","nan",87.125,30.21667,2.8,30.0,27.0,-0.59,0.1,-2.65,2.53,0.27,3.0,39.66,40.35,-2.63,0.1,-0.87,"Basel_4.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Basel 5","nan",268.11249,-30.1,3.5,520.0,336.0,-0.09,5.27,-1.74,4.84,0.16,184.0,-2.55,29.91,-1.69,26.5,-0.17,"Basel_5.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Basel 6","nan",301.70001,38.35,4.5,259.0,228.0,-2.21,2.17,-2.99,2.8,0.09,31.0,-4.59,19.06,-6.95,21.26,-0.1,"Basel_6.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Basel 7","nan",99.15,8.35,3.5,56.0,46.0,0.31,0.33,0.47,2.98,0.57,10.0,-7.67,16.29,5.8,8.06,-0.27,"Basel_7.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Basel 8","nan",98.55,8.08333,15.5,1154.0,899.0,-2.41,3.13,1.52,3.26,-0.04,255.0,-5.97,18.58,-1.71,19.29,-0.04,"Basel_8.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Berkeley 1","nan",2.4,60.475,3.5,143.0,135.0,-1.83,4.3,-0.75,3.11,0.17,8.0,-4.05,17.49,-1.35,13.88,-0.95,"Berkeley_1.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Berkeley 10","nan",54.88334,66.48583,6.0,145.0,108.0,-2.11,0.1,-0.5,1.98,-0.14,37.0,0.67,17.49,-0.12,13.54,-0.24,"Berkeley_10.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Berkeley 100","nan",351.49167,63.78,2.0,40.0,25.0,-2.47,0.1,-0.26,1.61,0.67,15.0,-0.14,18.39,7.09,17.48,0.29,"Berkeley_100.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Berkeley 101","nan",353.19583,64.20833,2.0,32.0,17.0,-0.8,2.61,5.35,0.1,0.74,15.0,6.3,20.56,3.21,13.51,0.13,"Berkeley_101.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","Berkeley 103","nan",356.30002,59.3,2.0,18.0,16.0,-0.45,4.6,4.0,2.73,0.31,2.0,4.18,36.94,-38.35,0.11,-0.99,"Berkeley_103.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
